paper1,paper2,is_citation,gcd_level
http://arxiv.org/abs/physics/0209015v1,http://arxiv.org/abs/physics/9806037v1,0,1
http://arxiv.org/abs/0710.4645v1,http://arxiv.org/abs/physics/9610006v1,0,0
http://arxiv.org/abs/nucl-th/9301002v1,http://arxiv.org/abs/0901.1098v1,0,0
http://arxiv.org/abs/nucl-th/9212002v1,http://arxiv.org/abs/math/9410220v1,0,0
http://arxiv.org/abs/math/9810072v1,http://arxiv.org/abs/hep-th/9109016v2,0,0
http://arxiv.org/abs/0709.1640v1,http://arxiv.org/abs/cs/9601101v1,0,0
http://arxiv.org/abs/physics/0203076v1,http://arxiv.org/abs/math/9808100v1,0,0
http://arxiv.org/abs/q-bio/0401035v1,http://arxiv.org/abs/physics/0608267v1,0,0
http://arxiv.org/abs/q-bio/0509027v1,http://arxiv.org/abs/0903.3384v1,0,0
http://arxiv.org/abs/q-bio/0608030v3,http://arxiv.org/abs/math/9910069v1,0,0
http://arxiv.org/abs/cond-mat/9610150v1,http://arxiv.org/abs/physics/0003028v1,0,0
http://arxiv.org/abs/1508.03853v1,http://arxiv.org/abs/hep-lat/9205002v1,0,0
http://arxiv.org/abs/0904.1771v1,http://arxiv.org/abs/cs/0109056v2,0,0
http://arxiv.org/abs/physics/9703004v1,http://arxiv.org/abs/0905.1708v3,0,0
http://arxiv.org/abs/q-bio/0606017v1,http://arxiv.org/abs/math/9801077v2,0,0
http://arxiv.org/abs/physics/9812015v1,http://arxiv.org/abs/physics/0504001v3,0,3
http://arxiv.org/abs/cs/9412101v1,http://arxiv.org/abs/0710.3789v1,0,1
http://arxiv.org/abs/physics/9804012v1,http://arxiv.org/abs/math/9801144v1,0,0
http://arxiv.org/abs/cs/0208003v2,http://arxiv.org/abs/nlin/0002021v1,0,0
http://arxiv.org/abs/physics/9901027v1,http://arxiv.org/abs/cs/0108002v1,0,0
http://arxiv.org/abs/math/9701208v1,http://arxiv.org/abs/0901.3318v1,0,0
http://arxiv.org/abs/0907.4950v1,http://arxiv.org/abs/cs/9906014v1,0,0
http://arxiv.org/abs/cs/0409053v1,http://arxiv.org/abs/q-bio/0407005v1,0,0
http://arxiv.org/abs/cs/0302018v1,http://arxiv.org/abs/nlin/0004008v1,0,0
http://arxiv.org/abs/nlin/0003040v1,http://arxiv.org/abs/cs/0306056v1,0,0
http://arxiv.org/abs/math/9502215v1,http://arxiv.org/abs/q-bio/0402028v1,0,0
http://arxiv.org/abs/math/9905017v1,http://arxiv.org/abs/cs/0212004v1,0,0
http://arxiv.org/abs/nlin/0002020v1,http://arxiv.org/abs/math/9712218v1,0,0
http://arxiv.org/abs/1302.5966v1,http://arxiv.org/abs/physics/9801031v4,0,3
http://arxiv.org/abs/gr-qc/9211005v1,http://arxiv.org/abs/0904.0838v2,0,0
http://arxiv.org/abs/physics/0211046v1,http://arxiv.org/abs/math/0112298v1,0,0
http://arxiv.org/abs/cs/0410008v1,http://arxiv.org/abs/hep-lat/9112002v1,0,0
http://arxiv.org/abs/math/0010099v1,http://arxiv.org/abs/1505.04587v1,0,0
http://arxiv.org/abs/physics/0504007v1,http://arxiv.org/abs/0911.4258v1,0,0
http://arxiv.org/abs/physics/0111204v1,http://arxiv.org/abs/cond-mat/9703004v1,0,0
http://arxiv.org/abs/cond-mat/9610130v1,http://arxiv.org/abs/nucl-th/9212005v1,0,0
http://arxiv.org/abs/nucl-ex/9502001v1,http://arxiv.org/abs/physics/9810061v1,0,0
http://arxiv.org/abs/q-bio/0507030v2,http://arxiv.org/abs/quant-ph/9501017v1,0,0
http://arxiv.org/abs/cs/0609010v1,http://arxiv.org/abs/math/9211201v1,0,0
http://arxiv.org/abs/cs/0310031v1,http://arxiv.org/abs/1505.00997v1,0,0
http://arxiv.org/abs/math/9209221v1,http://arxiv.org/abs/cond-mat/9610115v1,0,0
http://arxiv.org/abs/cs/0108015v1,http://arxiv.org/abs/1003.4382v1,0,0
http://arxiv.org/abs/nlin/0110036v2,http://arxiv.org/abs/math/9804031v2,0,0
http://arxiv.org/abs/physics/9709019v1,http://arxiv.org/abs/quant-ph/9501009v1,0,0
http://arxiv.org/abs/0708.0362v1,http://arxiv.org/abs/math/0010311v1,0,0
http://arxiv.org/abs/physics/9806037v1,http://arxiv.org/abs/math/0004064v1,0,3
http://arxiv.org/abs/nlin/0004031v2,http://arxiv.org/abs/physics/9711020v1,0,0
http://arxiv.org/abs/physics/9710003v1,http://arxiv.org/abs/physics/9904007v1,0,1
http://arxiv.org/abs/1112.5594v1,http://arxiv.org/abs/math/9201216v1,0,0
http://arxiv.org/abs/math/9201295v1,http://arxiv.org/abs/math/0406431v1,0,0
http://arxiv.org/abs/1710.01423v3,http://arxiv.org/abs/cs/0103004v1,0,0
http://arxiv.org/abs/math/9201209v1,http://arxiv.org/abs/q-bio/0503021v2,0,0
http://arxiv.org/abs/0712.1124v1,http://arxiv.org/abs/cs/0211001v2,0,0
http://arxiv.org/abs/1706.04777v1,http://arxiv.org/abs/1508.02056v1,0,0
http://arxiv.org/abs/cond-mat/0312466v2,http://arxiv.org/abs/nlin/0309024v1,0,0
http://arxiv.org/abs/physics/0307074v1,http://arxiv.org/abs/1809.05120v3,0,0
http://arxiv.org/abs/1709.08980v2,http://arxiv.org/abs/math/9410224v1,0,0
http://arxiv.org/abs/physics/9708007v1,http://arxiv.org/abs/math/0206304v2,0,0
http://arxiv.org/abs/cond-mat/9610075v1,http://arxiv.org/abs/math/0206006v2,0,0
http://arxiv.org/abs/0803.0888v6,http://arxiv.org/abs/physics/9703004v1,0,0
http://arxiv.org/abs/math/9702230v1,http://arxiv.org/abs/physics/0012007v2,0,0
http://arxiv.org/abs/cs/0007044v2,http://arxiv.org/abs/q-bio/0506036v1,0,0
http://arxiv.org/abs/cs/9909013v1,http://arxiv.org/abs/nlin/0005010v1,0,0
http://arxiv.org/abs/math/9801113v4,http://arxiv.org/abs/q-bio/0401009v4,0,0
http://arxiv.org/abs/0901.4552v1,http://arxiv.org/abs/nlin/0307016v1,0,0
http://arxiv.org/abs/cs/0110019v1,http://arxiv.org/abs/cond-mat/9610141v3,0,0
http://arxiv.org/abs/math/9201291v1,http://arxiv.org/abs/math/0003097v1,0,1
http://arxiv.org/abs/0907.4136v1,http://arxiv.org/abs/math/9801076v2,0,3
http://arxiv.org/abs/cs/0509081v1,http://arxiv.org/abs/physics/9805030v1,0,0
http://arxiv.org/abs/nlin/0105059v3,http://arxiv.org/abs/1102.0687v1,0,0
http://arxiv.org/abs/physics/9705019v2,http://arxiv.org/abs/cs/0509091v1,0,0
http://arxiv.org/abs/physics/0002025v1,http://arxiv.org/abs/cond-mat/9611083v1,0,0
http://arxiv.org/abs/math/9803034v1,http://arxiv.org/abs/hep-ex/9410010v1,0,0
http://arxiv.org/abs/math/9201207v2,http://arxiv.org/abs/math/0102170v2,0,1
http://arxiv.org/abs/physics/9804019v1,http://arxiv.org/abs/quant-ph/9502008v1,0,0
http://arxiv.org/abs/1510.02435v1,http://arxiv.org/abs/physics/0006015v2,0,0
http://arxiv.org/abs/0901.1225v1,http://arxiv.org/abs/math/9802039v1,0,0
http://arxiv.org/abs/cs/9906015v1,http://arxiv.org/abs/1003.1344v2,0,0
http://arxiv.org/abs/1709.01024v5,http://arxiv.org/abs/0909.3441v3,0,0
http://arxiv.org/abs/physics/0001072v1,http://arxiv.org/abs/cs/0205023v2,0,0
http://arxiv.org/abs/1705.06867v1,http://arxiv.org/abs/hep-lat/9201005v1,0,0
http://arxiv.org/abs/physics/9810062v1,http://arxiv.org/abs/1705.07814v1,0,3
http://arxiv.org/abs/cond-mat/9611075v1,http://arxiv.org/abs/cs/0109044v1,0,0
http://arxiv.org/abs/physics/0303089v1,http://arxiv.org/abs/q-bio/0412002v1,0,0
http://arxiv.org/abs/math/0007096v13,http://arxiv.org/abs/physics/9810020v3,0,0
http://arxiv.org/abs/math/9607221v1,http://arxiv.org/abs/math/0005214v1,0,1
http://arxiv.org/abs/hep-lat/9205001v1,http://arxiv.org/abs/q-bio/0409039v1,0,0
http://arxiv.org/abs/1807.10537v1,http://arxiv.org/abs/math/0009189v2,0,0
http://arxiv.org/abs/0708.2061v1,http://arxiv.org/abs/cond-mat/9610045v1,0,0
http://arxiv.org/abs/cond-mat/9610214v1,http://arxiv.org/abs/nucl-th/9211007v1,0,0
http://arxiv.org/abs/math/9905098v1,http://arxiv.org/abs/nlin/0409059v1,0,0
http://arxiv.org/abs/cs/0109007v2,http://arxiv.org/abs/math/9201279v1,0,0
http://arxiv.org/abs/physics/9612006v1,http://arxiv.org/abs/0901.3875v1,0,0
http://arxiv.org/abs/physics/9707002v1,http://arxiv.org/abs/cs/0301009v1,0,0
http://arxiv.org/abs/physics/9704010v1,http://arxiv.org/abs/cs/9911002v2,0,0
http://arxiv.org/abs/cs/0604090v1,http://arxiv.org/abs/physics/9705029v2,0,3
http://arxiv.org/abs/math/9406202v1,http://arxiv.org/abs/nucl-ex/9605004v2,0,3
http://arxiv.org/abs/cs/0206002v1,http://arxiv.org/abs/q-bio/0312014v3,0,0
http://arxiv.org/abs/math/9810072v1,http://arxiv.org/abs/0901.0026v1,0,0
http://arxiv.org/abs/cs/0005007v1,http://arxiv.org/abs/physics/9812023v1,0,0
http://arxiv.org/abs/physics/0410144v1,http://arxiv.org/abs/1508.02476v1,0,0
http://arxiv.org/abs/q-bio/0405019v1,http://arxiv.org/abs/cond-mat/9609125v2,0,0
http://arxiv.org/abs/quant-ph/9501017v1,http://arxiv.org/abs/cond-mat/9611081v1,0,0
http://arxiv.org/abs/physics/0503150v1,http://arxiv.org/abs/physics/0006068v1,0,3
http://arxiv.org/abs/cond-mat/0308341v3,http://arxiv.org/abs/hep-lat/9205016v1,0,0
http://arxiv.org/abs/1110.4811v1,http://arxiv.org/abs/math/0102188v1,0,0
http://arxiv.org/abs/hep-ex/9409007v1,http://arxiv.org/abs/nucl-ex/9510004v3,0,0
http://arxiv.org/abs/math/9804162v1,http://arxiv.org/abs/0905.1004v1,0,0
http://arxiv.org/abs/math/9510208v1,http://arxiv.org/abs/math/9909076v1,0,1
http://arxiv.org/abs/q-bio/0507009v1,http://arxiv.org/abs/q-bio/0504023v1,0,1
http://arxiv.org/abs/math/0103161v1,http://arxiv.org/abs/physics/0606003v2,0,0
http://arxiv.org/abs/0907.4760v1,http://arxiv.org/abs/hep-ph/9203218v2,0,3
http://arxiv.org/abs/math/0108191v2,http://arxiv.org/abs/0901.1110v3,0,3
http://arxiv.org/abs/physics/9904007v1,http://arxiv.org/abs/cs/9902016v1,0,0
http://arxiv.org/abs/quant-ph/9502026v1,http://arxiv.org/abs/physics/0001018v1,0,0
http://arxiv.org/abs/0708.3776v1,http://arxiv.org/abs/math/9312210v1,0,0
http://arxiv.org/abs/q-bio/0406003v1,http://arxiv.org/abs/hep-lat/9205005v1,0,0
http://arxiv.org/abs/cs/9809028v1,http://arxiv.org/abs/0907.4296v2,0,1
http://arxiv.org/abs/physics/9909039v1,http://arxiv.org/abs/math/9410216v1,0,0
http://arxiv.org/abs/nucl-th/9301013v1,http://arxiv.org/abs/math/9602202v1,0,0
http://arxiv.org/abs/math/9901121v1,http://arxiv.org/abs/cond-mat/9610069v1,0,0
http://arxiv.org/abs/cs/0512105v2,http://arxiv.org/abs/physics/9801031v4,0,3
http://arxiv.org/abs/nucl-th/9211004v1,http://arxiv.org/abs/physics/9610006v1,0,3
http://arxiv.org/abs/math/9803035v1,http://arxiv.org/abs/math/9203202v1,0,1
http://arxiv.org/abs/math/9312210v1,http://arxiv.org/abs/physics/0106053v1,0,0
http://arxiv.org/abs/cs/0203020v1,http://arxiv.org/abs/1009.5401v2,0,0
http://arxiv.org/abs/cs/9906015v1,http://arxiv.org/abs/physics/0505088v2,0,0
http://arxiv.org/abs/0901.3318v1,http://arxiv.org/abs/math/9710220v1,0,0
http://arxiv.org/abs/cs/0111061v2,http://arxiv.org/abs/q-bio/0605017v3,0,0
http://arxiv.org/abs/math/9801032v1,http://arxiv.org/abs/physics/0603243v1,0,0
http://arxiv.org/abs/0901.0570v1,http://arxiv.org/abs/0901.2142v1,0,1
http://arxiv.org/abs/0901.0475v1,http://arxiv.org/abs/nlin/0002014v1,0,3
http://arxiv.org/abs/1705.08256v1,http://arxiv.org/abs/math/0010133v1,0,0
http://arxiv.org/abs/0708.0978v1,http://arxiv.org/abs/quant-ph/9502025v1,0,0
http://arxiv.org/abs/0904.0779v1,http://arxiv.org/abs/physics/9711028v1,0,0
http://arxiv.org/abs/math/9801079v1,http://arxiv.org/abs/q-bio/0403014v1,0,0
http://arxiv.org/abs/math/9802106v1,http://arxiv.org/abs/q-bio/0405019v1,0,0
http://arxiv.org/abs/0901.1529v1,http://arxiv.org/abs/1310.5411v2,0,0
http://arxiv.org/abs/cond-mat/9610197v1,http://arxiv.org/abs/math/9605221v1,0,0
http://arxiv.org/abs/cs/0512051v1,http://arxiv.org/abs/math/9809131v1,0,0
http://arxiv.org/abs/cond-mat/9610149v2,http://arxiv.org/abs/physics/9803043v2,0,0
http://arxiv.org/abs/cs/0306020v2,http://arxiv.org/abs/cs/0207093v1,0,2
http://arxiv.org/abs/math/9712216v2,http://arxiv.org/abs/0712.1111v1,0,0
http://arxiv.org/abs/physics/0304058v1,http://arxiv.org/abs/0712.1124v1,0,3
http://arxiv.org/abs/physics/0303038v1,http://arxiv.org/abs/0909.3441v3,0,0
http://arxiv.org/abs/math/9904115v1,http://arxiv.org/abs/physics/9611017v1,0,3
http://arxiv.org/abs/1001.1908v1,http://arxiv.org/abs/nucl-th/9212001v1,0,0
http://arxiv.org/abs/physics/0006068v1,http://arxiv.org/abs/0708.3779v1,0,0
http://arxiv.org/abs/0708.0559v1,http://arxiv.org/abs/0710.3535v2,0,0
http://arxiv.org/abs/0908.2083v1,http://arxiv.org/abs/cond-mat/9610026v1,0,0
http://arxiv.org/abs/0911.3117v2,http://arxiv.org/abs/math/0005189v1,0,0
http://arxiv.org/abs/math/0005216v1,http://arxiv.org/abs/1305.6995v1,0,0
http://arxiv.org/abs/math/0107135v2,http://arxiv.org/abs/math/9207205v1,0,0
http://arxiv.org/abs/nlin/0002050v1,http://arxiv.org/abs/cond-mat/9611010v1,0,0
http://arxiv.org/abs/math/9501234v1,http://arxiv.org/abs/cs/0110039v1,0,0
http://arxiv.org/abs/1809.06421v2,http://arxiv.org/abs/math/9803049v1,0,0
http://arxiv.org/abs/1808.04020v1,http://arxiv.org/abs/math/9811077v1,0,0
http://arxiv.org/abs/0805.3602v2,http://arxiv.org/abs/q-bio/0408001v1,0,3
http://arxiv.org/abs/0901.0427v2,http://arxiv.org/abs/0904.0412v2,0,0
http://arxiv.org/abs/cond-mat/9610144v1,http://arxiv.org/abs/1102.4864v1,0,0
http://arxiv.org/abs/quant-ph/9501014v5,http://arxiv.org/abs/math-ph/9804015v3,0,0
http://arxiv.org/abs/0901.0629v1,http://arxiv.org/abs/cond-mat/9612034v1,0,0
http://arxiv.org/abs/q-bio/0402044v1,http://arxiv.org/abs/nlin/0007039v1,0,0
http://arxiv.org/abs/math/9204207v1,http://arxiv.org/abs/math/9812030v1,0,1
http://arxiv.org/abs/1204.6488v1,http://arxiv.org/abs/math/9908072v1,0,0
http://arxiv.org/abs/1505.03874v2,http://arxiv.org/abs/math/9811094v2,0,0
http://arxiv.org/abs/1506.03106v3,http://arxiv.org/abs/math/0010153v3,0,0
http://arxiv.org/abs/math/9201305v1,http://arxiv.org/abs/cond-mat/9610200v1,0,0
http://arxiv.org/abs/math/9301217v1,http://arxiv.org/abs/physics/0410084v1,0,0
http://arxiv.org/abs/math/0207044v1,http://arxiv.org/abs/physics/9807040v2,0,0
http://arxiv.org/abs/physics/9812008v1,http://arxiv.org/abs/physics/9901049v1,0,1
http://arxiv.org/abs/1705.09387v1,http://arxiv.org/abs/0904.1348v1,0,0
http://arxiv.org/abs/physics/9708034v1,http://arxiv.org/abs/1003.5338v3,0,0
http://arxiv.org/abs/nlin/0102035v1,http://arxiv.org/abs/nlin/0003054v1,0,1
http://arxiv.org/abs/nlin/0310008v1,http://arxiv.org/abs/math/9707228v1,0,0
http://arxiv.org/abs/0901.0808v1,http://arxiv.org/abs/physics/9802014v1,0,0
http://arxiv.org/abs/physics/9910015v1,http://arxiv.org/abs/cond-mat/9609142v2,0,0
http://arxiv.org/abs/nlin/0405061v2,http://arxiv.org/abs/cs/0401028v1,0,0
http://arxiv.org/abs/0901.4587v2,http://arxiv.org/abs/gr-qc/9209006v1,0,0
http://arxiv.org/abs/physics/9709014v1,http://arxiv.org/abs/physics/9705024v1,0,1
http://arxiv.org/abs/hep-ex/9407001v1,http://arxiv.org/abs/math/0302212v1,0,0
http://arxiv.org/abs/0901.3631v2,http://arxiv.org/abs/physics/9805015v1,0,0
http://arxiv.org/abs/physics/9902047v1,http://arxiv.org/abs/physics/0511228v1,0,1
http://arxiv.org/abs/1009.2723v1,http://arxiv.org/abs/nlin/0305051v1,0,0
http://arxiv.org/abs/q-bio/0309017v1,http://arxiv.org/abs/1403.5801v2,0,0
http://arxiv.org/abs/math/0101082v1,http://arxiv.org/abs/math/9802031v2,0,1
http://arxiv.org/abs/0811.3579v3,http://arxiv.org/abs/math/9310220v1,0,0
http://arxiv.org/abs/nucl-ex/9609001v1,http://arxiv.org/abs/math/0007172v1,0,0
http://arxiv.org/abs/math/9201273v1,http://arxiv.org/abs/1001.3570v2,0,0
http://arxiv.org/abs/math/9306204v1,http://arxiv.org/abs/0904.1107v2,0,0
http://arxiv.org/abs/1310.0762v2,http://arxiv.org/abs/0901.2142v1,0,3
http://arxiv.org/abs/cond-mat/0308341v3,http://arxiv.org/abs/cs/9401101v1,0,0
http://arxiv.org/abs/cond-mat/9610111v2,http://arxiv.org/abs/cond-mat/0309318v3,0,3
http://arxiv.org/abs/math/9208202v1,http://arxiv.org/abs/cs/0407029v1,0,0
http://arxiv.org/abs/cs/0203025v1,http://arxiv.org/abs/physics/9706024v1,0,0
http://arxiv.org/abs/hep-lat/9205001v1,http://arxiv.org/abs/physics/9807024v1,0,0
http://arxiv.org/abs/hep-th/9109013v1,http://arxiv.org/abs/0901.0546v2,0,0
http://arxiv.org/abs/1107.1380v4,http://arxiv.org/abs/physics/9910041v1,0,0
http://arxiv.org/abs/nlin/0002049v1,http://arxiv.org/abs/0907.1013v1,0,0
http://arxiv.org/abs/hep-ex/9412007v1,http://arxiv.org/abs/q-bio/0309023v1,0,0
http://arxiv.org/abs/0704.3474v1,http://arxiv.org/abs/physics/9911034v1,0,0
http://arxiv.org/abs/physics/0008244v1,http://arxiv.org/abs/math/9211203v1,0,0
http://arxiv.org/abs/physics/0001043v2,http://arxiv.org/abs/math/9702220v1,0,0
http://arxiv.org/abs/physics/9810023v5,http://arxiv.org/abs/0901.1882v1,0,3
http://arxiv.org/abs/0904.3065v3,http://arxiv.org/abs/math/9203203v1,0,0
http://arxiv.org/abs/cs/9810019v1,http://arxiv.org/abs/q-bio/0511043v1,0,0
http://arxiv.org/abs/1706.01289v2,http://arxiv.org/abs/nucl-ex/9512002v1,0,0
http://arxiv.org/abs/0907.0554v1,http://arxiv.org/abs/math/9711226v1,0,0
http://arxiv.org/abs/0901.1638v4,http://arxiv.org/abs/physics/0001031v1,0,0
http://arxiv.org/abs/math/0404486v2,http://arxiv.org/abs/q-bio/0312024v1,0,0
http://arxiv.org/abs/math/9209220v1,http://arxiv.org/abs/math/0106139v4,0,1
http://arxiv.org/abs/math/9801134v3,http://arxiv.org/abs/math/9801050v2,0,3
http://arxiv.org/abs/physics/9803043v2,http://arxiv.org/abs/0901.0567v1,0,0
http://arxiv.org/abs/math/9803134v2,http://arxiv.org/abs/math/0107200v3,0,1
http://arxiv.org/abs/cond-mat/9601036v2,http://arxiv.org/abs/q-bio/0312007v1,0,0
http://arxiv.org/abs/1306.5447v4,http://arxiv.org/abs/cs/0104004v1,0,0
http://arxiv.org/abs/q-bio/0405019v1,http://arxiv.org/abs/1809.09734v1,0,0
http://arxiv.org/abs/1208.0371v1,http://arxiv.org/abs/cs/0312034v1,0,0
http://arxiv.org/abs/cond-mat/0505136v3,http://arxiv.org/abs/0906.0072v2,0,0
http://arxiv.org/abs/nlin/0002041v2,http://arxiv.org/abs/0711.1193v6,0,0
http://arxiv.org/abs/cond-mat/9610130v1,http://arxiv.org/abs/cond-mat/9612130v1,0,1
http://arxiv.org/abs/0708.2308v1,http://arxiv.org/abs/physics/9810012v1,0,0
http://arxiv.org/abs/0712.1943v1,http://arxiv.org/abs/physics/0008244v1,0,0
http://arxiv.org/abs/physics/9911071v1,http://arxiv.org/abs/physics/9611019v1,0,1
http://arxiv.org/abs/1810.03605v1,http://arxiv.org/abs/math/9801022v2,0,0
http://arxiv.org/abs/physics/9804008v3,http://arxiv.org/abs/math/9207202v1,0,0
http://arxiv.org/abs/math/9201229v1,http://arxiv.org/abs/math/9811075v2,0,1
http://arxiv.org/abs/cs/0509090v1,http://arxiv.org/abs/cond-mat/9610114v1,0,0
http://arxiv.org/abs/cs/0307043v1,http://arxiv.org/abs/0904.4218v1,0,3
http://arxiv.org/abs/q-bio/0503040v1,http://arxiv.org/abs/math/9902086v1,0,0
http://arxiv.org/abs/math/9906155v1,http://arxiv.org/abs/physics/0103042v1,0,0
http://arxiv.org/abs/cond-mat/9610157v3,http://arxiv.org/abs/nlin/0002049v1,0,0
